קוד פריט,תיאור פריט,מחיר אחרון שחושב (מטבע),מחיר אחרון שחושב,כמות,ערך מלאי (מטבע),ערך מלאי
22001160,Video Control Server BCPG-VCS,$  ,400,--,,0
22001161,LPR Processor BCPG-VLPRC,$  ,330,--,,0
22001162,Video Detector/double BCPG-VPD,$  ,38,--,,0
22001163,Video Detector/Single BCPG-VPD/S,$  ,28,--,,0
22001164,Indoor LED Display BCPG-LED-AP,$  ,245,--,,0
22001165,CWTC-CPU Board 0401-E0502,SEK,3231,--,,0
22001167,"עמוד אנטי ונדלי למצלמת LPR גובה 150 ס""מ אדום (RAL3002)",₪  ,680,--,,0
22001170,Pillar Led indicators,₪  ,7,--,,0
22001174,SW GPSW Cash POS,₪  ,0,--,,0
22001177,NIGHY&DAY_35 Xtreeme NPB - senza molla 322000/1 מחסום צהוב מהיר (RAL 1003),Eur,756.91,--,,0
22001181,COLOR ALL 303902 (צביעת מחסום לפי RAL),Eur,85.33,--,,0
22001182,שלט אלקטרוני SANSI Model A,$  ,1696,--,,0
22001183,שלט אלקטרוני SANSI Model B,$  ,2707,--,,0
22001184,שלט אלקטרוני SANSI Model C,$  ,3543,--,,0
22001185,שלט אלקטרוני SANSI Model D,$  ,3212,--,,0
22001186,שלט אלקטרוני SANSI Model E,$  ,4841,--,,0
22001187,שלט אלקטרוני SANSI Model F,$  ,3013,--,,0
22001188,שלט אלקטרוני SANSI Model G,$  ,1450,--,,0
22001189,שלט אלקטרוני SANSI Model H,$  ,3980,--,,0
22001190,שלט אלקטרוני SANSI Model ZZ,$  ,2200,--,,0
22001192,CWTCOMP2110/11442-04/1 CWTC Cabinet Coin Card Solar 3G Hadera RAL 6009,$  ,1554.99,--,,0
22001193,CWTCOMP-ST/11442-04/1 CWTC Pedestal std Hadera RAL 6009,₪  ,0,--,,0
22001194,Key KABA 14 0040-00651,₪  ,0,--,,0
22001195,LED & PCB + Power Supply + Enclosure + Controller,$  ,1120,--,,0
22001197,Controller of Mdel ZZ sind,$  ,200,--,,0
22001198,CONTROLLER,$  ,500,--,,0
22001199,"LED panel, 2Y",$  ,22.5,--,,0
22001200,"עמוד אנטי ונדלי למצלמת LPR גובה 160 ס""מ אדום (RAL3002)",₪  ,700,--,,0
22001202,NIGHT&DAY.3 NPB 320000 GREY RAL 7031 (מחסום 3 מ' אפור),Eur,756.91,--,,0
22001203,Hamerton sing 7 lines (שלט בית המרטון),$  ,4000,--,,0
22001204,Screen 0401C-0133X,₪  ,0,--,,0
22001206,Ultrasonic sensor without indication IP66,Eur,34,--,,0
22001207,Ultrasonic sensor with Green/ Red indication IP66,Eur,45,--,,0
22001208,Remote indicator Red-Green withextra brightreflectiv 10 deg (for ultrasonic sensor) IP66,Eur,14,--,,0
22001209,Zone controller,Eur,327,--,,0
22001210,"Led display: arrow, digit 200X600mm,3XEthernet ports, 230Vac",Eur,460,--,,0
22001211,Base for ultrasonic sensor and indicator,Eur,5,--,,0
22001212,כרטיס רמזומן כולל טרמינלים ומיקרו אדום,₪  ,980,--,,0
22001216,Kit Sen-bu A-035729 (סף רגיש לזרוע),Eur,40.86,--,,0
22001220,NIGHY&DAY_35 Xtreeme NPB - senza molla 322000/1 מחסום אפור מהיר (RAL 7031),Eur,756.91,--,,0
22001221,NIGHT&DAY 5 - 320100 מחסום 5 מ' אפור (RAL 7031),Eur,798.12,--,,0
22001222,קיט חלקי חילוף לשלט LCS נתיבי ישארל,$  ,550,--,,0
22001223,Alluminum assembly board (שלט KSC נתיבי ישראל),$  ,35,--,,0
22001226,CPU board 0501-E0502,SEK,3231,--,,0
22001227,Solenoid 0540-00100-R,SEK,1152,--,,0
22001228,CWT display 0540-00170,SEK,1102.59,--,,0
22001229,Antipin shutter complete 0505-C0009,SEK,727.2,--,,0
22001230,CWT display board 260X123 Glass only 0633-00054,SEK,131.4,--,,0
22001231,mp 104 avd display 0401-E0500,SEK,607.5,--,,0
22001232,mp 104 avd usb printer 0401-E0520,SEK,1377,--,,0
22001233,Printer Head 042-C0150,SEK,1953.92,--,,0
22001235,"מיסבים מדגם/מק""ט 6211 LU",₪  ,79.92,--,,0
22001236,שלט P22mm LED Display Panel,₪  ,1676.64,--,,0
22001237,UltrasonicSensor PUD-11R,$  ,28,--,,0
22001239,Integrated Ultrasonic Sensor PUD-20R,₪  ,0,--,,0
22001240,Zonal Controller CUC-11CR,₪  ,0,--,,0
22001241,VMS DIS-13R106RGO-24P7.62,$  ,370,--,,0
22001246,Self-locking coin cashbox with security lock (GP4M Coin Box),Eur,167,--,,0
22001247,Banknote cash box for GP3M/GP4M validator SC 83xx (GP3M box CS 83xx),Eur,143,--,,0
22001248,Bar code scanner  GPX Br,Eur,450,--,,0
22001249,MEI Cashflow SC Series Bank Note Accepter GPX Bv,Eur,821,--,,0
22001252,Mother board Embedded PC PC EMB MB,Eur,480,--,,0
22001253,2048 GB RAM SODIMM PC EMB RAM,Eur,46,--,,0
22001254,דיסק קשיח 4T HDD WD,₪  ,325.05,--,,0
22001256,GPU Com (RS-232/CAN) board GPU Com,Eur,61,--,,0
22001257,"Electromagnetic lock, electrical closure, designed for GP3M, GPM V GP3M Lo",Eur,78,--,,0
22001258,Compression closure of the GP3M/GPM automatic pay station bottom V GP3M Lo Emergency,Eur,30,--,,0
22001260,"Power supply 24V, 6A GPX Ps 24V/6A",Eur,93,--,,0
22001261,Control unit for Access Control Systems GPU Trm+TIOA,Eur,229,--,,0
22001262,Display board to graphic display E EL GPX DiGL,Eur,111,--,,0
22001265,Opto CNY70 GPT UoA V2,Eur,22,--,,0
22001266,Opto_phototransistor GPT UoA V1,Eur,22,--,,0
22001267,Completing of the exit terminal Gp4T with the ticket collector/bar code reader Gp4T + CtBr,Eur,518,--,,0
22001268,"Push switch, 19 mm, with green circle illumination V Gp Bt LED 19",Eur,30,--,,0
22001269,"Power supply 24V, 4.5A GPX Ps 24V/4.5A",Eur,46,--,,0
22001270,PC GREEN מחשב ראשי,Eur,368.85,--,,0
22001271,עמדת כניסה Entry Terminal GREEN,Eur,1829.62,--,,0
22001274,AW LPR Plugin,Eur,231,--,,0
22001275,מצלמה Basler BIP2-1920C,$  ,704,--,,0
22001276,Zonal Controller CUC-13RR,$  ,265,--,,0
22001277,SCD-11SR Master Controller,$  ,780,--,,0
22001278,PC-based Software P600,$  ,1400,--,,0
22001280,Coin hopper module for the automatic pay station GP4M,Eur,439.01,--,,0
22001283,"220V,50HZ, Straight Boom, 3s, With 3 Meters RAL 9006 מחסום 3 מ' שמאל",₪  ,1650,--,,0
22001285,יחידת מקמ''ש IWF 502,$  ,90.82,--,,0
22001290,"220V,50HZ, Straight Boom, 6s, With 6 Meters RAL 9006 מחסום 6 מ' שמאל",₪  ,1850,--,,0
22001292,"LED Board Spare parts: P22mm, 3amber, 4x(5x8)",$  ,335,--,,0
22001294,"LED Board Spare parts: P22mm, 3red, 4x(5x8)",$  ,335,--,,0
22001296,D.000.029.948 LP 0960-10 CAN CONTROLLER 0941,Eur,157,--,,0
22001297,D.000.034.574 LP 0967-53 LED ANZ.7X16 20MMGE / LP,Eur,231.6,--,,0
22001298,D.000.034.575 LP 0974-53 LED ANZ.9X16 20MMGE / LP,Eur,192.1,--,,0
22001299,D.000.034.279 LP 01041 m. Helligkeitsabdeckung komplett,Eur,133,--,,0
22001300,D.000.028.634 LP 0880-10 V2.0 KOMPL,Eur,280,--,,0
22001301,"מצלמה PTZ Ulisse Compact IP Full HD, UCHD2FWAZ00A + מתאם לעמוד",₪  ,10064,--,,0
22001302,Centralina CSB-XT Anonima 044215-A (לוח פיקוד למחסום XT),Eur,143.88,--,,0
22001309,גלגל קונזולי קוטר 210 מ''מ,₪  ,900,--,,0
22001310,גלגל קונזולי קוטר 230 מ''מ,₪  ,900,--,,0
22001311,מיסב דגם 6309,₪  ,49.04,--,,0
22001313,Substitution of coin boxes of the automatic pay station GP4M – self-locking coin box,Eur,169,--,,0
22001317,Data Server Green GPD,Eur,356,--,,0
22001318,Cash Register Peripherals - Cash Drawer Green GPX Cd,Eur,76.44,--,,0
22001319,"Cash Register Peripheais - Receipt thermo printer EPSON/TMT, paper to 80 g GPX Pr TMT",₪  ,1295,--,,0
22001320,Cash Register Peripherals - Laser Scanner GPX Br k,Eur,103.33,--,,0
22001321,Licence administration for the server and manual pay station/client PC GP Administration,Eur,37,--,,0
22001322,SW set GP Cash/GP Config GPP cash 5 GPSW Cash 2,Eur,338,--,,0
22001323,SW modul for the preparaton of data reports GPSW Report,Eur,241,--,,0
22001324,Additional set of reports for auomatic pay stations broadening the standart set of reports GPSW RT S,Eur,39,--,,0
22001325,Sybase SQL server - database - licence for GPD and GPDK SQL s,₪  ,808,--,,0
22001327,RAL 5015/9006 color combination,Eur,50,--,,0
22001332,Universal control unit GP4U,Eur,349.63,--,,0
22001334,Bar code scanner - Green - GPX Br,₪  ,1,--,,0
22001335,Banknote validator 600 - GREEN - GP3M BV,Eur,1110,--,,0
22001338,Graphic display GP4M - GREEN - PC EMB Di,Eur,342,--,,0
22001351,Plexiglass cover for coin tray GPM - GREEN - Plexi 120-0006,Eur,23,--,,0
22002330,ולידאטור Futura 3A,₪  ,21168,--,,0
22002331,GPSW Resident,₪  ,0,--,,0
22002332,GPSW RT Statistics,Eur,37,--,,0
22002333,פנס לד צהוב Sosbusa9,₪  ,200,--,,0
22002335,גלגל קונזולי קוטר 205 מ''מ עובי 58 מ''מ,₪  ,900,--,,0
22002336,כרטיס SIM,₪  ,50,--,,0
22002337,מודול קו טלפון למרכזית SOHO SXO2,₪  ,2751.25,--,,0
22002338,מערכת הקלטה NVR-POE מובנה כולל דיסק 1T,₪  ,2200,--,,0
22002339,מצלמת צינור 1.3 MP IP אינפרא כולל עדשה וריפוקאל 2.8-12 מ''מ,₪  ,900,--,,0
22002340,מגביל גובה,₪  ,449.98,--,,0
22002341,מתאם לשיחות סלולריות לאינטרקום,₪  ,650,--,,0
22002342,IP Video Phone - VP 530,₪  ,1360,--,,0
22002343,אינטרקום IP3941PC,₪  ,2800,--,,0
22002347,"מפריד תנועה  עמוד גבוה 100/20/45 ס""מ (מק""ט UT2503)",₪  ,199.93,--,,0
22002348,מדבקה כפולה לבן/ירוק למארז שלט לד 110X40 ס''מ,₪  ,2400,--,,0
22002349,מדבקה כפולה לבן/ירוק למארז שלט לד 150X50 ס''מ,₪  ,275,--,,0
22002350,מיסב דגם 6208,₪  ,24.97,--,,0
22002351,עמוד אינטרקום ישר אדום (RAL7031) גובה 1.80 מ' למשאיות,₪  ,440.01,--,,0
22002354,מיסב דגם ZZ6208,₪  ,13.5,--,,0
22002359,נקודת גישה אלחוטית חיצונית כולל אנטנה 300Mbps,₪  ,361.04,--,,0
22002361,פיקוד שבת לשער חשמלי לחצן אחד,₪  ,700,--,,0
22002362,תומך לזרוע מחסום סופה Pendulum support WJCG101,₪  ,700,--,,0
22002370,מחסום חשמלי מדגם 600 LIMIT מתוצרת חברת COMUNELLO,₪  ,3700,--,,0
22002371,"עמוד אנטי ונדלי למצלמת LPR גובה 140 ס""מ אדום (RAL3002)",₪  ,649.98,--,,0
22002372,אינטרקום פנימי GSM,₪  ,1950.43,--,,0
22002373,זרוע אלומיניום עגולה קוטר 101.6 מ''מ עובי דופן 1.6 למחסום SPINE 6 מכבית,₪  ,384.9,--,,0
22002375,"עמוד אנטי ונדלי למצלמת LPR גובה 150 ס""מ כסף (RAL9006)",₪  ,650.02,--,,0
22002376,עמוד אינטרקום-פרופיל 1.80 מטר ברזל 40/80 משופע צבע כסף (RAL9006),₪  ,400,--,,0
22002377,מנוע אבקוס 300,₪  ,799.96,--,,0
22002378,ראוטר סלולרי,₪  ,424.79,--,,0
22002379,מתאם למצלמה אנכי לעמוד 6'',₪  ,538.28,--,,0
22002381,מצלמה IP D CAM POE 1/2.8ww 3 MP/1080@30FPS LPDCS300,₪  ,415.98,--,,0
22002382,"מתאם למצלמה צידי לעמוד ציר 4"" --חבק 4 צול מחובר לחבק 3 צול",₪  ,425,--,,0
22002383,סף בטיחות מכני 2 מ' כולל משדר ומקלט,₪  ,300,--,,0
22002384,מפתח למחסום O&O 031584,Eur,3.81,--,,0
22002386,"שלט אלומיניום בסובלימציה ""אינטרקום"" 9X3 ס''מ",₪  ,9.81,--,,0
22002387,NVR 9CH LPRVISION,₪  ,390.78,--,,0
22002388,HUB 4CH+4CH POE,₪  ,259.97,--,,0
22002389,CABLE EXTANSION 3032920-U,Eur,210.02,--,,0
22002390,KIT-PB-LARGE N&N 323232,Eur,70.01,--,,0
22002391,פשפש הולכי רגל,₪  ,5500.1,--,,0
22002393,נקודת גישה אלחוטית חיצונית עד 300Mbps עם 2 אנטנה  8DBI AP-UCY-20,₪  ,1259.83,--,,0
22002395,מחסום דגם LIMIT 800 COMUNELLO,₪  ,4999.85,--,,0
22002398,Control unit for Access Control Systems PU Trm+TIOA,₪  ,432.65,--,,0
22002404,"LED Display SMD Indoor, P2.5 mm, 2880X1440 mm",$  ,2674.82,--,,0
22002405,Controller V3S2D6G,$  ,920.04,--,,0
22002406,LED Display modul 240X240 mm,$  ,158.34,--,,0
22002408,מצלמה PTZ 2MP HDR 30XIP68 black (MIC-7502-Z30B),₪  ,11670.09,--,,0
22002409,מתאם לתליה לראש עמוד למצלמה (MIC-DCA-HB),₪  ,0,--,,0
22002411,מערכת אכיפת נתצי''ם 85021,$  ,2462.43,--,,0
22002412,מערכת אכיפת חנייה ברחוב 85022,$  ,2110.65,--,,0
22002413,תוכנת ניהול - שרת ודוחות,$  ,3517.75,--,,0
22002418,"עמוד אנטי ונדלי למצלמת LPR מורכב גובה 50ס""מ אפור (RAL9006) עדשה 12 מ''מ",₪  ,1276,--,,0
22002419,"שלט אלומיניום אנודייז 9X2 ס''מ ""קח קבלה"" + חץ",₪  ,13.4,--,,0
22002420,"שלט אלומיניום אנודייז 8X4 ס''מ ""לחץ לתשלום באשראי"" + חץ",₪  ,21.55,--,,0
22002421,"שלט אלומיניום אנודייז 9X3 ס''מ ""הכנס כרטיס אשראי"" + איור",₪  ,13.4,--,,0
22002422,"שלט אלומיניום אנודייז 8X4 ס''מ ""לחץ לקבלת כרטיס""",₪  ,13.4,--,,0
22002423,"שלט אלומיניום אנודייז 8X4 ס''מ ""הצג כרטיס כניסה כם ברקוד כלפי מעלה""",₪  ,9.9,--,,0
22002424,"שלט אלומיניום אנודייז 8X4 ס''מ ""נא הצג כרטיס"" + איור",₪  ,13.4,--,,0
22002425,"שלט אלומיניום אנודייז 9X3 ס''מ ""אינטרקום"" + איור",₪  ,13.4,--,,0
22002426,"שלט אלומיניום אנודייז 9X3 ס''מ ""לחץ לקבלת כרטיס"" + איור",₪  ,9.9,--,,0
22002427,מנוע 800 ק''ג FAAC 844,₪  ,2300,--,,0
22002429,מערכת הקלטה NVR 16 ערוצים עם מתג מובנה POE DS-7616NI-K2/16P 1T,$  ,244.59,--,,0
22002431,מצלמה PTZ 2MP X 25 DS-2DE4225IW-DE 12VDC,₪  ,1447.86,--,,0
22002433,מערכת חניה (LPR) קומפלט (GREEN),Eur,18594.14,--,,0
22002435,מגנט למנוע FAAC 844-746,₪  ,94.02,--,,0
22002438,שלט שמאי 1.53X1.53 מ' כולל מודול לד,₪  ,0,--,,0
22002439,מצלמה אנלוגית כיפה 720TLV עדשה משתנה,$  ,35.23,--,,0
22002440,מערכת הקלטה NVR סדרה 76 4 ערוצים תומך H265 DS-7604NI-K1,$  ,160.34,--,,0
22002444,מתאם למצלמה LTC 9213/01,₪  ,268.01,--,,0
22002447,לחצן פתיחה מואר,₪  ,48.09,--,,0
22002448,מתאם L+Z לאלקטרו Elock,₪  ,71.26,--,,0
22002449,מצלמת צינור  DS-2CD7A26G0/P-IZ(H)S 2MP,₪  ,2090.6,--,,0
22002457,עגלת נסיעה EU22,₪  ,3377.74,--,,0
22002458,PGS master sing 510*1600*125 mm with 4 digit LED,Eur,4018,--,,0
22002459,PGS slave sing 510*1600*125 mm with 4 digit LED,Eur,2890,--,,0
22002460,PGS master sing 510*1200*125 mm with 4 digit LED,Eur,4018,--,,0
22002461,PGS slave sing 510*1200*125 mm with 4 digit LED,Eur,2740,--,,0
22002462,D.000.034.446 LP 0935 Adapter for DAMO Controller,Eur,28.5,--,,0
22002463,D.000.029.658 LP 01003-10 PGS main controller board,Eur,132,--,,0
22002464,D.000.034.497 LP 01046-01 LED display 10X16 amber,Eur,202,--,,0
22002465,D.000.738.653 Filter fan PF2000,Eur,130,--,,0
22002469,מצלמה BOSCH FLEXIDOME IP 7000 VR 1080p 3-9mm NIN-73023-A3AS,₪  ,347.65,--,,0
22002470,זרוע לקיר למצלמה FLEXIDOME VDA-WMT-DOME,₪  ,255.13,--,,0
22002471,מתאם לעמוד למצלמה LTC 9213/01,₪  ,285.99,--,,0
22002473,זרוע קיר למצלמת PTZ DS-1602ZJ,₪  ,0,--,,0
22002474,זרוע לPTZ עם מתאם לעמוד HKA-A24250-230,$  ,8.37,--,,0
22002477,מתאם להתקנת מצלמה PTZ בראש עמוד MIC-DCA-HW,₪  ,0,--,,0
22002499,קורא מטבעות CF9000,₪  ,2100,--,,0
22002501,מצלמה 2.8-12 I6-320LPR-MVF1,$  ,552.29,--,,0
22002503,לוח פיקוד ELPRO37,₪  ,1275.14,--,,0
22002504,קפיץ מרכזי למחסום 8 שניות,₪  ,350,--,,0
22002505,גלגל 120 זווית עם בית מיסב כפול נופר,₪  ,87.02,--,,0
22002506,גלגל 140 זווית בית מיסב כפול מובפר,₪  ,104.92,--,,0
22002507,מחסום L-1000 כולל זרוע 6 מ' 100X50,₪  ,4559.83,--,,0
22002513,פיקוד HEAVY1 ממיר תדר רק כרטיס ללא קופסה,₪  ,2180.34,--,,0
22002514,פנל כניסה לעמדת מנפיק לחניון פינגווין,₪  ,300,--,,0
22002515,פנל יציאה לעמדת מנפיק לחניון פינגווין,₪  ,300,--,,0
22002517,מצלמה DMK 33UX252 (VOD),Eur,557.52,--,,0
22002518,כבל A to Micro-B 1VCABUSB3.0AB3 (VOD),Eur,37.18,--,,0
22002519,כבל למצלמה 3 מ' BGH/Trig/3 (VOD),Eur,37.08,--,,0
22002520,גוף הארה VTR4-850-14-ETH-NC,₤  ,2495,--,,0
22002521,SUNSHADE 1134749 (VOD),$  ,65,--,,0
22002523,UNIVERSAL LASER SENSOR 7005400 (VOD),$  ,2608,--,,0
22002524,UNIVERSAL ADAPTOR PLATE 7035137 (VOD),$  ,134,--,,0
22002525,ULS 12VDC POWER DOWNLOAD CABLE 7054667 (VOD),$  ,134,--,,0
22002526,8mm C-mount CCTV Lens for 7MP F2 1/1.8'' TPL 0820 7MP (VOD),Eur,154.34,--,,0
22002527,UPS Import Shipment Customs&Sll handlung from EU UPS-E1-S (VOD),Eur,129.66,--,,0
22002528,VTR4 Mounting Bracket A2-VTR4 (VOD),₤  ,230,--,,0
22002529,VTR6 Mounting Bracket A2-VTR6 (VOD),₤  ,230,--,,0
22002530,Pulsestar VTR6 850 nM VTR6-850-14-ETH-NC (VOD),₤  ,4095,--,,0
22002531,WALL MOUNT BRACKET white PAL9005 SAND MIC-WMB-WD,Eur,307.74,--,,0
22002532,POLE MOUNT BRACKET MIC-PMB,₪  ,683,--,,0
22002533,SHALLOW CONDUIT ADAPTER RAL9005 MIC-SCA-WD,Eur,106.69,--,,0
22002542,Vega 1 Long Range,₪  ,8820,--,,0
22002543,Class+Make+Color (Vega 1) BCCM,₪  ,2100,--,,0
22002544,KIT Transformatore 100VA 230V/12-0-12 I100828 50001,Eur,41.48,--,,0
22002548,מצלמת PTZ dome IR 2MP 30x IP66 כולל ספק וזרוע,₪  ,4423.62,--,,0
22002550,מצלמה NDS-7004-F360E Fixed dome 12MP IP66,₪  ,4387.08,--,,0
22002551,Pendant interface plate NDA-8000-PIPW,₪  ,149.99,--,,0
22002558,אינטרקום וידאו SIP IPTELV2AV,₪  ,980,--,,0
22002561,Pendant pipe mount 12ww NDA-U-PMT,₪  ,149.9,--,,0
22002562,Pendant pipe 20ww NDA-U-PMTE,₪  ,109.93,--,,0
22002566,מערכת סלולרית לפתיחת שער SG304GI,₪  ,770.09,--,,0
22002570,סנסור לבולרד KIT FINECORSA I37141860001,Eur,28.97,--,,0
22002580,מצלה PTZ DOME 2MP 30X IP66 NDP-5512-Z30,Eur,823.6,--,,0
22002665,מנוע לשער נגרר/קונזולי כבד 5500 ק''ג,₪  ,6100,--,,0
22002669,אינטרקום IP וידאו APD18110206,₪  ,2222.89,--,,0
22002670,אינטרקום IP וידאו APD20050711,₪  ,2222.89,--,,0
22002671,טלפון IP וידאו GU747000013,₪  ,1743.22,--,,0
22002672,"מנוע לשער נגרר כבד/קונזולי כבד 5500 ק""ג תלת פאזי EN00006",₪  ,3200,--,,0
22002673,לוח פיקוד למחסום SERVO,₪  ,389.74,--,,0
22002676,בולרד 4K אלגוטים BLG-02-EH כולל כיסוי נירוסטה ותאורת לד,₪  ,14500,--,,0
22002679,Axis C1310-E network horn speaker,$  ,463.19,--,,0
22002680,Axis T91B47 50-150 MM,$  ,78.79,--,,0
22002681,2N SIP MIC,$  ,977.39,--,,0
22002682,Axis T8120 15W MIDSPAN 1-PORT,$  ,47.87,--,,0
22002685,מנוע כנף משאבה 1.5 ל' SEA HALF TANK,₪  ,1549.74,--,,0
22002688,זרוע למחסם N&D 36 5 מ' BAR PS40 P120087 1002,Eur,120.93,--,,0
22002689,פס לדים למחסום N&D 36 4 מ' LUGHT PS/ES 40 P120089 20002,Eur,76.65,--,,0
22002690,זרוע למחסום N&D 36 5 מ' BAR PS50 P120087 10003,Eur,141.93,--,,0
22002691,פס לדים למחסום N&D 36 LIGHT PS/ES 50 P120089 20003,Eur,94.26,--,,0
22002692,מצלמה NDP-5523-Z30L PTZ 4MP,Eur,1876.29,--,,0
22002695,תומך לזרוע מחסום P120050,Eur,44.86,--,,0
22002696,מסך מגע לעמדת תשלום חניון אופניים 15'' CES-ITPC-15GH3MCL4-08128,$  ,1438,--,,0
22002697,מנגנון מטבעות (ולידטור) GRYPHON,₪  ,2429.9,--,,0
22002698,קורא שטרות כולל עודף SCR,₪  ,8149.56,--,,0
22002699,שפתיים לקורא שטרות,₪  ,221.6,--,,0
