קוד פריט,תיאור פריט,מחיר אחרון שחושב (מטבע),מחיר אחרון שחושב,כמות,ערך מלאי (מטבע),ערך מלאי
22000191,מערכת הקלטה ל-4 ערוצים עם קיבולת 500GB,$  ,377.12,--,,0
22000194,מצלמה צבע 1/3 DYNAMIC 520TVL (לא פעיל),₪  ,921.6,--,,0
22000196,מיגון אלומניום ארוך פתח עליון (לא פעיל),₪  ,57.6,--,,0
22000200,אינטרקום דקורטיבי הכולל לחצן נוסף ופתיחת דלת לחצן נוסף צלצול (לא פעיל),₪  ,54.06,--,,0
220002015,DISPLAY FOR PARKING SENSOR,$  ,18,--,,0
22000202,ספק כח למערכת אנלוגית (עד 4 מכשירים בדירה) (לא פעיל),₪  ,177.18,--,,0
22000203,גליל נייר קבלה (לא פעיל),₪  ,10.32,--,,0
22000205,Loop detector vek S3-1B -גלאי דמבך,Eur,340,--,,0
22000206,LP 00700/LP 00703-3 ELECTRONIC CARD MP,Eur,1825.51,--,,0
22000207,אינטרקום דגם LEDA,₪  ,400.04,--,,0
22000208,אינטרקום דגם LEM-1 (לא פעיל),₪  ,399.5,--,,0
22000209,אינטרקום דגם LEM-3 (לא פעיל),₪  ,506.26,--,,0
22000211,חיבור פריק זרוע למחסום,₪  ,400,--,,0
22000213,מיגון חיצוני פתיחה עילית GL605,₪  ,329.91,--,,0
22000214,PCB 2-0550-02,Eur,69,--,,0
22000218,"UP & DOWN 220-24V מק""ט 321200 מחסום 4 מטר איטי",Eur,362.7,--,,0
22000220,"RIC.LIGHT 3 מק""ט 071431 (פס לדים ללא כרטיס הפעלה)",Eur,39,--,,0
22000221,"NIGHT&DAY.3 מק""ט 320000(מחסום איטי אדום 3 מ')",Eur,801.47,--,,0
22000224,"KIT-LIGHT 3 מק""ט 323200 (לדים למחסום 3 מ') (לא פעיל)",Eur,45.78,--,,0
22000226,קצה לפס האטה תוצרת גומיקס גוון שחור דגם B (לא פעיל),₪  ,50,--,,0
22000227,קצה לפס האטה תוצרת גומיקס גוון צהוב דגם B (לא פעיל),₪  ,70,--,,0
22000229,בר קוד תכלת גליל נייר (לא פעיל),₪  ,0.07,--,,0
22000232,לוח פיקוד לשער כנפיים אוניברסלי CITY 9,₪  ,453.99,--,,0
22000233,מחזיק נייר ל VKP80II,₪  ,0,--,,0
22000234,ספק כח ל מדפסת VKP80/TG1260 (לא פעיל),₪  ,160.17,--,,0
22000235,קורא כרטיסי אשראי אנטי ונדלי(OUTDOOR),₪  ,350,--,,0
22000236,זרוע למחסום דגם I,₪  ,540.17,--,,0
22000237,ר' למחסום סופה (לא פעיל),₪  ,17,--,,0
22000238,כרטיס חניה שחור לבן (לא פעיל),₪  ,0.06,--,,0
22000239,עמוד נגדי למחסום,₪  ,164.1,--,,0
22000240,בר קוד לבן חלק גליל נייר קבלה באשראי (לא פעיל),₪  ,0.08,--,,0
22000241,כרטיס גלאי מנורה 2 ערוצים MLD 521,₪  ,600,--,,0
22000243,מוניטור צבע מותקן על הקיר מסך 4 אינץ+שפורפרת מתחבר ל (לא פעיל)200AC,₪  ,870.02,--,,0
22000248,פרופיל D עבה (לא פעיל),₪  ,11,--,,0
22000249,מדפסת E4205E NARK II לבנה T/T (לא פעיל),$  ,477.97,--,,0
22000250,מדבקות+רדיד תויות נייר 25*50 1-4 בשורה תויות צבע לבן 2000 בגליל (לא פעיל),₪  ,6.57,--,,0
22000251,KR103+WAX IN 64/100'0.5 (לא פעיל),₪  ,7.97,--,,0
22000252,כרטיס בר קוד לבן (לא פעיל),₪  ,0.07,--,,0
22000253,כרטיס בר קוד ירוק (לא פעיל),₪  ,0.07,--,,0
22000255,UPS ON LINE 4000VA,₪  ,5200,--,,0
22000258,מגע פתוח C10/B (לא פעיל),₪  ,11.28,--,,0
22000259,מגע סגור  C10/B (לא פעיל),₪  ,11.26,--,,0
22000260,"נורת סימון עגולה אדומה קוטר 16 מ""מ D16PLR1-00R (לא פעיל)",₪  ,16.23,--,,0
22000261,"נורית לד 12V אדומה למנורה קוטר 16 מ""מ (לא פעיל)",₪  ,19.09,--,,0
22000262,thermal printer head (705312,₪  ,0,--,,0
22000263,foil key board 204871,₪  ,0,--,,0
22000265,"kit – gom 3 מק""ט 323220 -(מופקא מק""ט כפול ) (לא פעיל)",Eur,7,--,,0
22000266,"gyga 2-r4 std מק""ט392160(כפילות מוקפא) (לא פעיל)",Eur,26.95,--,,0
22000267,"eliot 2 r4 o&o מק""ט 391120(כפילות מוקפא) (לא פעיל)",Eur,11.2,--,,0
22000268,"varco-e מק""ט 385015(כפילות מוקפא ) (לא פעיל)",Eur,19.25,--,,0
22000269,"night&day.6 מק""ט 320800 (מחסום איטי אדום 6 מ') RAL 3002",Eur,937.38,--,,0
22000273,"BL-SMALL 40 מק""ט 323102(זרוע 4 מ')",₪  ,175.3,--,,0
22000276,בסיס BN (לא פעיל),₪  ,1.53,--,,0
22000277,פנס IR עד 60 מ' 6 לדים במיגון אלומניום24VAC,₪  ,780.05,--,,0
22000278,323205 KIT-LIGHT SN-3(כרטיסון +כבל),Eur,70,--,,0
22000279,MAK-1 (לא פעיל),₪  ,0,--,,0
22000280,394056 M (לא פעיל)AK-2,Eur,66,--,,0
22000281,028472 TAPPO BARRA BL-SMALL,Eur,0.88,--,,0
22000283,460160  Plastic Screw,Eur,7.55,--,,0
22000284,460131  PP1-RG,Eur,14,--,,0
22000285,460132  PP1-RB ל ד אדום/כחול,Eur,14.38,--,,0
22000286,610106  Software                      CirPark Scada LT,Eur,600,--,,0
22000287,460110  DX3 DI,Eur,121.67,--,,0
22000288,460140  TCP-PARK (לא פעיל - ירד מקו היצור אצל הספק),Eur,149.5,--,,0
22000289,200520  PSC-240-24,Eur,56.49,--,,0
22000290,מאחז ללד אדום/ירוק,₪  ,25.36,--,,0
22000292,460117  C-LH4,Eur,103,--,,0
22000293,460170  PK-CP245,Eur,2.73,--,,0
22000294,460173  PK-TPPx,Eur,2.83,--,,0
22000297,460118 PP3-RG,Eur,14.85,--,,0
22000298,610105 Software cirpark scada,Eur,5,--,,0
22000301,460176 PK-PUC,Eur,0.22,--,,0
22000302,כרטיס למנגנון שבת לשער חשמלי (לא פעיל),₪  ,810,--,,0
22000303,מחבר T לפי דוגמא (לא פעיל),₪  ,8.99,--,,0
22000304,מחבר ר לפי דוגמא (לא פעיל),₪  ,12.99,--,,0
22000306,תעלה לפי דוגמא אורך 2.45 מטר מפח מגלוון עובי 1.25 (לא פעיל),₪  ,13.99,--,,0
22000307,"מדחן קלה מק""ט 11442-01/1 כולל קופת תשלום",Eur,3195,--,,0
22000308,"קופת תשלום CALE מק""ט  0206/B0040",SEK,1746,--,,0
22000309,"מסגרת פנימית לבקר CALE מק""ט 0403-B0120",₪  ,270,--,,0
22000310,Printer 0608-C0001,SEK,5724.01,--,,0
22000311,printer board,SEK,1330,--,,0
22000312,thermal heads for the printer,₪  ,920.7,--,,0
22000313,Ticket outlet upper,₪  ,35.1,--,,0
22000314,Ticket outlet lower,₪  ,35.1,--,,0
22000315,Ticket guide,₪  ,43.2,--,,0
22000316,Complete guillotine for the printer,₪  ,183.6,--,,0
22000317,Rubber ring ticket ejector,₪  ,10.26,--,,0
22000318,Cutter curve for printer guillotine,₪  ,9.72,--,,0
22000319,Anti pin complete,₪  ,737.1,--,,0
22000320,Front plate anti-pin 0033-07007,SEK,44.1,--,,0
22000321,Coil for anti-pin,₪  ,121.5,--,,0
22000322,coin return cup standard,₪  ,221.4,--,,0
22000323,return cup flaps,₪  ,37.8,--,,0
22000324,"Spring for return flap, right",₪  ,10.26,--,,0
22000325,"Spring for return flap, left",₪  ,10.26,--,,0
22000326,Display complete CWTC S 0602-C0007,SEK,1960,--,,0
22000327,Protection glass symbol/tariff sign,SEK,65,--,,0
22000328,Protection glass display,SEK,100,--,,0
22000329,coin selectors 0040-00601 ILS,SEK,2565,--,,0
22000330,CPU units complete,SEK,5500,--,,0
22000331,Escrow unit,₪  ,737.1,--,,0
22000332,Escrow flaps collect,₪  ,24.3,--,,0
22000333,Escrow flaps return,₪  ,94.5,--,,0
22000334,Abloy Exec lock cylinders,₪  ,108,--,,0
22000335,External push button green,SEK,210,--,,0
22000336,Cash box switches.,₪  ,70.2,--,,0
22000337,Modems,₪  ,170.01,--,,0
22000339,ELIOT 2-R4 391120(שלט ),Eur,8.96,--,,0
22000340,VARCO-E 385015(עיניות ) (לא פעיל),Eur,21.7,--,,0
22000341,"DK 210-700 LIGHTS 303620 BOLLARD(מק""ט 303620)בולרד (לא פעיל)",Eur,1462.3,--,,0
22000342,CDK-US 230V/50HZ 381760,Eur,95.7,--,,0
22000343,BATT DK 230V 303280,Eur,73.92,--,,0
22000344,SPIRA-STD 394062,Eur,59.4,--,,0
22000345,ELIOT 2R4 391120(כפילות מוקפא),Eur,6.4,--,,0
22000346,MOVABLE BOOM REST ROD 324090,Eur,24.75,--,,0
22000348,LOCK EXEC E3002-2686,SEK,250,--,,0
22000349,KEY EXEC E3002-2686,SEK,166.5,--,,0
22000780,"מקדח חרוט 20 מ""מ",₪  ,115.38,--,,0
22000785,מצלמה דגם HESSOA SCB237-HP5 באיכות HD,$  ,200.01,--,,0
22000790,גלגל שיניים 2.5 מברזל,₪  ,250,--,,0
22000793,מונה נורטק דגם CT220 (לא פעיל),₪  ,55.01,--,,0
22000794,סוקט 11 פינים לגלאי כביש (לא פעיל),₪  ,25,--,,0
22000795,כרטיס 4 שלוחות אינטרקום ברשת TCP/IP דגם G2 DSP IP 4B,₪  ,3263.91,--,,0
22000796,מתאם רשת IP לשלוחה דגם ET901 (לא פעיל),₪  ,839.98,--,,0
22000797,ספק כוח מיוצב לET901 דגם PA (לא פעיל),₪  ,176,--,,0
22000798,שלוחת אינטרקום אנטי ונדלית למחסום בעלת לחצן פטריה SDO  (לא פעיל)EF562,₪  ,1399.96,--,,0
22000799,חיבור תכנות והפעלה (לא פעיל),₪  ,1199.96,--,,0
22000800,שלט 6 לחצנים צבע תכלת (לא פעיל),₪  ,172.42,--,,0
22000802,מצלמת CCTV דגם MESSOA SCB237-HP5 (כולל מצלמה עדשה שנאי מיזון וזרוע),$  ,200.65,--,,0
22000803,מצלמה סביבתית PTZMESSOA SDS750 (לא פעיל),₪  ,7013.07,--,,0
22000804,מערכת הקלטה 32 ערוצים כוללת מחשב +מסך 32 אינץ +מתקן תליה מהתקרה (לא פעיל),₪  ,10018.68,--,,0
22000805,ממיר 4 כניסות RG59 לסיב אופטי (לא פעיל),$  ,420.78,--,,0
22000806,ממיר 8 כניסות RG59 לסיב אופטי (לא פעיל),$  ,609.14,--,,0
22000808,CASH BOX PS-A PARK LINE 2001,Eur,120,--,,0
22000809,מחסום אגרו שערים (איטי) (לא פעיל),₪  ,1890,--,,0
22000810,זרוע אלומיניום עגולה קוטר 101.6 מ''מ עובי דופן 2.7 למחסום SPINE 6 מכבית,₪  ,210,--,,0
22000812,Vega 1 Long Range,₪  ,82.55,--,,0
22000819,"BL-SMALL-PR N&D.3-5(מק""ט 323120)",Eur,145.6,--,,0
22000823,מרכזיה ל-10 שלוחות דגם LEF 10 (לא פעיל),₪  ,1169.96,--,,0
22000824,שלוחת אינטרקום דגם LE-D (לא פעיל),₪  ,110,--,,0
22000825,ספק כח למרכזיית אינטרקום  A2.5 V12 (לא פעיל),₪  ,28.03,--,,0
22000826,זרוע מתכת ארוכה GL 205A (לא פעיל),₪  ,24.14,--,,0
22000827,מקלט RF לטלקומנד כולל 6 יציאות CDT-RX-02M-R (לא פעיל),Eur,149.96,--,,0
22000835,כיסוי לאינטרקום צבע אדום (לא פעיל),₪  ,45,--,,0
22000837,מודם EZ863-PY KIT)  GT910-PY KIT,$  ,119.15,--,,0
22000838,foil key board p/n 204871,Eur,32,--,,0
22000842,מקודד 3X4 על הקיר מוגן מים עם יציאת IND ׁ(800032) (לא פעיל),₪  ,580.17,--,,0
22000845,בקר ראשי  CPU BOARD S-121-1 (לא פעיל),Eur,418.8,--,,0
22000846,בקר מאווררים AUXILIAR BOARD S-172-1 108.585X147.32MM 2G (לא פעיל),₪  ,0,--,,0
22000847,מטריצה אודקו LED BOARD S-237-1 5X8 P16AMBAR 400MM,Eur,292.8,--,,0
22000848,כרטיסן B-524-1 73.79X53.09MM (לא פעיל),₪  ,0,--,,0
22000849,כרטיס פיוזים  B-506-1 (לא פעיל),₪  ,0,--,,0
22000850,אודקו BARRIER RECTIFIER MDD95-12N1B 100A (לא פעיל),₪  ,0,--,,0
22000851,כרטיסון S-148 (לא פעיל),₪  ,0,--,,0
22000854,"פס האטה צהוב שחור מגומי 100/35/4.3 עם עיני חתול מגביל ל-30 קמ""ש",₪  ,135.31,--,,0
22000856,מעצור חניה/מפריד חניה,₪  ,149.01,--,,0
22000857,"עמוד כתום 45 ס""מ גמיש מפוליאוריטן טהור (לא פעיל)",₪  ,103.52,--,,0
22000858,"עמוד כתום 75 ס""מ גמיש מפוליאוריטן טהור (לא פעיל)",₪  ,149.07,--,,0
22000859,"עמוד ברזל צבוע לבן עם מחזיר אור אדום 3 צול קבוע עם פלטת ברזל 15/15ס""מ גובה מטר",₪  ,219.99,--,,0
22000862,יחידת מעבר למזדמנים כולל אינטרקום (לא פעיל),Eur,2502.27,--,,0
22000863,בקר DELTA ADM-2W704 (לא פעיל),₪  ,2755,--,,0
22000864,תכנות בקר והפעלה לפי שעות עבודה ונסיעות (לא פעיל),₪  ,237.5,--,,0
22000865,שלוחת אינטרקום  דגם LED (לא פעיל),₪  ,154.31,--,,0
22000866,מצלמת כיפה 540TVL יום/לילה-פנים  SDF412-HP1 (לא פעיל),₪  ,400.03,--,,0
22000867,מצלמת חוץ 540TVL יום/לילה-חוץ SCR420-IR MESSOA (לא פעיל),₪  ,280.02,--,,0
22000869,דוחס דגם NVS121H,₪  ,1622.03,--,,0
22000871,מערכת DVR-GEOVISION דגם 1480 מקורית (לא פעיל),$  ,1713.13,--,,0
22000872,תחנת עבודה ברשת GEOVISION (לא פעיל),$  ,609.11,--,,0
22000873,שנאי 50VA 24VAC עד 6 מצלמות (לא פעיל),$  ,24.75,--,,0
22000874,ארון RACK גובה 16U,$  ,285.52,--,,0
22000875,מעגל השהייה ELK 960,₪  ,120,--,,0
22000876,אינטרקום SIP IP כולל רמקול+מיקרופון+ספק כוח POE,₪  ,1230.8,--,,0
22000877,GeoVision-IP שרת ל-H.264  4,$  ,32.89,--,,0
22000878,"HD 2 TERA USB ""3.5",$  ,159.65,--,,0
22000879,"פס האטה מפלסטיק שחור עם מדבקות צהובות100/60/4.5ס""מ מגביל ל-50 מ""ש",₪  ,436.46,--,,0
22000880,"סופית לפס מפלסטיק מגביל ל-50קמ""ש אורך 30 ס""מ",₪  ,121.49,--,,0
22000881,בוכנה כנף TORINO עם נעילה תוצרת CASIT-איטליה (לא פעיל),₪  ,2200,--,,0
22000882,"סט בוכנות מדגם G.R.400 איטלקי לשער כנף  עד 4 מ' (2בוכנות,פיקוד ומקלט,2שלטים)",₪  ,1100.14,--,,0
22000885,"מפסק גבול FS2  מק""ט 393000",Eur,17.98,--,,0
22000887,מצלמת חוץ 540TVL יום/לילה-חוץ MESSOA HP5-TR SCR363,$  ,239.79,--,,0
22000888,סט ממיר וידאו אופטי כפול ל-2 מצלמות (לא פעיל),₪  ,1099.99,--,,0
22000889,"פס האטה מפלסטיק 99/30/4 עם עיני חתול מגביל ל-20 קמ""ש",₪  ,144.04,--,,0
22000892,BL-SMALL 30+LIGHT 323105(זרוע למחסום) (לא פעיל),Eur,39.2,--,,0
22000893,KIT-LIGHT PS 323207 (לא פעיל),Eur,10.85,--,,0
22000894,(לא פעיל)CMC 2.0  386220,Eur,99,--,,0
22000895,COLOR PLUS-B 324426,Eur,14,--,,0
22000896,NIGHT&DAY.8 SP INOX 320831-OX,Eur,842.24,--,,0
22000899,night&day.3 speed 320050 מחסום (מחסום אדום מהיר 3 מ'),Eur,806.62,--,,0
22000901,מצלמת כיפה דגם DSF446-HP5,$  ,159.99,--,,0
22000902,מצלמת גוף דגם SCB237 700TVL+עדשה תוצרת יפן+זיווד+תלייה מהתקרה+שניא,$  ,228.32,--,,0
22000904,כר' פרה פרינט עם פס היקו הד' פר' בצבע א' וקידוד כרטיס במבנה 4 שכבות PVC (לא פעיל),₪  ,4.5,--,,0
22000905,הכנה לדפוס (לא פעיל),₪  ,190,--,,0
22000907,מודם סלולרי סלולוגיק,₪  ,144.98,--,,0
22000908,לוח פיקוד חד פאזי STAR S3 (סמיילי),₪  ,550.43,--,,0
22000909,תושבת ניתוק זרוע למחסום סופה-לבן,₪  ,139.13,--,,0
22000910,בקר זאב שרתון אחוזת החוף,₪  ,1,--,,0
22000914,"גלגל שיניים מחוסם (גג""ש M3 Z=21 מצומנטים)",₪  ,219.97,--,,0
22000915,כרטיס בר קוד לוגו (לא פעיל),₪  ,0.08,--,,0
22000916,לוכד תמונה PICCOLO PCI EXPRESS,₪  ,819.66,--,,0
22000917,מקלט IVR receviver 24Vac,Eur,599.25,--,,0
22000918,משדר Beacon-Tranmitter 12-24 Vdc,Eur,221,--,,0
22000919,Fixing bracaket for IVE,Eur,32.52,--,,0
22000920,כבל -Cable extension,Eur,38.51,--,,0
22000923,כרטיס ל-4 מצלמות היברידי HUPRVISION 4704Q-15,$  ,219.81,--,,0
22000924,סרט שחור עם גליל ניקוי עצמי 44232 מתאים ל-1000 הדפסות,₪  ,190,--,,0
22000925,לוח פיקוד למנועי כנפיים,₪  ,659.96,--,,0
22000926,קפיץ 7 אדום למחסום נבו 8 (לא פעיל),₪  ,289.9,--,,0
22000927,שלוחת אינטרקום IP שולחנית דגם T22P,₪  ,400,--,,0
22000928,מצלמה ממונעת זום אופטי 36X יום/לילה DH801 650TVL,₪  ,5300,--,,0
22000929,עמוד אינטרקום עם ראש גדול (לא פעיל),₪  ,1550.04,--,,0
22000931,עין חתול סולארי (לא פעיל),₪  ,230.17,--,,0
22000932,מיסב כדורי חד ט. 30-72-19,₪  ,83.98,--,,0
22000933,מאורר AXIAL 240VAC 22W (לא פעיל),₪  ,0,--,,0
22000935,מרכזיה MYPBX SOHO כולל ספק כח (4 שלוחות אנלוגי 32 SIP),₪  ,1559.83,--,,0
22000936,טלפון שולחני רגיל,₪  ,801,--,,0
22000937,מנפיק כניסה למזדמנים (PGL30-B) (לא פעיל),₪  ,18563.25,--,,0
22000938,קורא ליציאה מזדמנים (PL30-B) (לא פעיל),₪  ,24247.5,--,,0
22000941,DX-CA 460207,Eur,249.68,--,,0
22000942,פנל לעמדת מנפיק (לא פעיל),₪  ,200,--,,0
22000945,מצלמה דגם  MESSOA SCR 357HP1 +עדשה+שנאי+זיווד+IR (לא פעיל),$  ,130,--,,0
22000947,MR4/db מתאם תקשורת 8 כניסות 4 יציאות CIRCONTROL,Eur,128.48,--,,0
22000950,Tpu 3080 windshield transponder 01395,Eur,3.33,--,,0
22000952,IDC converter 06230,Eur,433.97,--,,0
22000954,Power supply 240V/24V1.8-2.1 A 06749,Eur,54.75,--,,0
22000955,Connection cable 4 pin 06236,Eur,36.75,--,,0
22000956,Tranpeed control software for IDC controller 06238,Eur,150,--,,0
22000957,TPU3060T windshield test transporder 01394,Eur,25.73,--,,0
22000958,SNG3 smart 02020,Eur,141.75,--,,0
22000959,שלט רחוב 1600 תאורת LED,Eur,786,--,,0
22000961,"גליל נייר טרמי 70 גרם 80X65 (מק""ט 550) (לא פעיל)",₪  ,7,--,,0
22000962,בקר שלט רחוב 1600 תאורת LED,Eur,570,--,,0
22000965,תושבת ניתק לזרוע מחסום O&O,₪  ,124.89,--,,0
22000968,"שלט 60X120 מ""מ  מואר לדים בנק לאומי (לא פעיל)",₪  ,1750,--,,0
22000969,מרכזית אינטרקום דגם LEF-3L שלוחות 3,₪  ,570,--,,0
22000970,ספק כח למרכזית אינטרקום VDC12 מיוצב 2.5A,₪  ,62.03,--,,0
22000972,בקר WEIGAND LAN,₪  ,12,--,,0
22000975,בקר WEIGAND RS232 LCD,₪  ,250,--,,0
22000979,"עמוד אנטי ונדלי למצלמת LPR מורכב גובה 50ס""מ צהוב(RAL1028) (לא פעיל)",₪  ,1400,--,,0
22000980,"עמוד אנטי ונדלי למצלמת LPR מורכב גובה 50ס""מ אדום (RAL3002) (לא פעיל)",₪  ,1400,--,,0
22000982,עמוד אינטרקום ישר אדום (RAL3002) גובה 1.80 מ' למשאיות,₪  ,440,--,,0
22000983,סט ממיר וידאו אופטי למצלמה כולל פיקוד RS485 (לא פעיל),$  ,118.56,--,,0
22000984,שלט בגודל  105*26 דו צדדי מואר לד (לא פעיל),₪  ,1230,--,,0
22000989,מתאם למצלמה צידי לעמוד 6'' עמוד 3.5 מ' 3 צול,₪  ,205.22,--,,0
22000993,מיסב כדורי 6202Z,₪  ,16.24,--,,0
22000994,new electromechanical bollards (לא פעיל),Eur,1607.1,--,,0
22000995,new control board,Eur,112.2,--,,0
22000996,spira-std,Eur,59.4,--,,0
22000997,ray2-ra o&o (לא פעיל),Eur,10.56,--,,0
22000999,טלפון IP תומך אספקת מתח על גבי הרשת POE כולל תצוגת מסך,₪  ,695.01,--,,0
22001000,NEW UP&DOWN 4 (מחסום איטי אדום 4 מ') 321300,Eur,326.57,--,,0
22001002,BL-SMALL 40 (לא פעיל),Eur,43.52,--,,0
22001003,LIGHT 4,Eur,56.77,--,,0
22001005,fs2 extra limit switch  לא פעיל,Eur,18.03,--,,0
22001006,foto i לא פעיל,Eur,15.54,--,,0
22001007,coulumn for foto i לא פעיל,Eur,18.96,--,,0
22001009,fm 100x40 לא פעיל,Eur,30.89,--,,0
22001010,n&d 5 - 320100 לא פעיל,Eur,788.33,--,,0
22001011,גשש M 18 לא פעיל,₪  ,135.88,--,,0
22001013,pgs master (לא פעיל),Eur,2767.73,--,,0
22001014,pgs slave לא פעיל,Eur,2551.16,--,,0
22001025,שלט VMS 1M*0.6M,$  ,3528,--,,0
22001028,פנס אינפרא אדום דגם ST-1085-40,$  ,349.48,--,,0
22001032,פיקוד למחסום 24V דגם BENINCA,₪  ,960,--,,0
22001033,TAPPO BARRA BL-SMALL 028472 (מכסה פלסטיק לזרוע מחסום),Eur,3,--,,0
22001035,טלפון שולחני אודיו IP-SIP עם שפופרת בצבע שחור SP-R50P (לא פעיל),₪  ,449.93,--,,0
22001036,אינטרקום אנטיואנדלי חיצוני כולל לחצן 1 + כתובת IP 1,₪  ,980,--,,0
22001037,רשוין תוכנה TeamViewer 8 Business,₪  ,2339,--,,0
22001038,קישור לעמדת עבודה AddOn Workstation TeamViewer 8 Business,₪  ,479,--,,0
22001049,INVERTER N&D 036439 (ווסת מהירות למחסום N&D מהיר 3 מ'),₪  ,1320.76,--,,0
22001054,protection glass credit card buttons,SEK,57,--,,0
22001055,Credit card panel buttons,SEK,82,--,,0
22001056,Credit card 0502-B0007 CWT ID Tech-reader complete,SEK,1629,--,,0
22001057,external push button yellow,SEK,225,--,,0
22001058,external push button blue,SEK,220,--,,0
22001059,Solar panel,SEK,2100,--,,0
22001060,NIGHT&DAY.5 XT 320115,₪  ,3891.93,--,,0
22001072,COVER WITH LIGHTS 071225,Eur,162,--,,0
22001073,043158 מנוע DK700,Eur,903.63,--,,0
22001078,פרספקס 3 מ''מ (עמיד בקרני UV) שקוף גודל 160X60 (לפיגווין-מנפיק),₪  ,29.51,--,,0
22001079,Shelf for hybrid reader 0401-E1015,SEK,900,--,,0
22001082,Plate/button window 031-07115,SEK,36,--,,0
22001083,Cable 104 slot reader-master 0401-F0280,SEK,120,--,,0
22001084,Skruv rmcs m4X6 0055-00115,SEK,5,--,,0
22001086,"סט בוכנות מדגם GR/GR 300 איטלקי לשער כנף  עד 4 מ' (2 בוכנות,פיקוד ומקלט, 2 שלטים)",₪  ,1000,--,,0
22001087,שלט למחסום דגם סופה,₪  ,139.89,--,,0
22001089,פס הפרדה פלסטיק 120X15X5 + עמודון גמיש 28 ס''מ פלפ (12203),₪  ,123.2,--,,0
22001091,בקרת כניסה עצמאית משולבת קורא קירבה RFDI 125KHZ IDPACC2,₪  ,350,--,,0
22001094,גליל נייר למדחן CALE הכולל הדפסה בצבע אדום,₪  ,84.1,--,,0
22001095,Printer ticket rolls 0402-B0140,SEK,5545,--,,0
22001096,Smarteq LP902 antena 0040-07115,SEK,396,--,,0
22001097,"Coin systwm, motor compl. 0505-C0005",SEK,432.9,--,,0
22001098,CWT104/Comp antena GSM/GPRS,SEK,1540,--,,0
22001100,COLOR PLUS 303901 (צבע מחסום RAL 9006),₪  ,250,--,,0
22001104,דף הוראות למשתמש למדחן CALE,₪  ,0.89,--,,0
22001106,NIGHT&DAY.5 320100,Eur,810.65,--,,0
22001107,רשיון לHUPER,₪  ,480.03,--,,0
22001108,"CWI coin, gearwheel comletc 0505-D0007",SEK,60,--,,0
22001109,Bay Sensor,$  ,28,--,,0
22001110,Bay Indicator,$  ,21,--,,0
22001111,Data Loom,$  ,2.24,--,,0
22001112,Power Loom,$  ,2.1,--,,0
22001113,Control Box with Controller,$  ,910,--,,0
22001114,20mm Steel Conduit,Eur,73,--,,0
22001116,Zone Boards,$  ,196,--,,0
22001117,Glance Park,$  ,2450,--,,0
22001119,Fixing miscellaneous,₪  ,69,--,,0
22001120,Coin Unit 0605-B0002 CWTC S2 myntsystem komplett,₪  ,0,--,,0
22001121,Printer 0508-C0013 CWT Compact Printer TTP 2030,SEK,5544,--,,0
22001122,Motherboard 0401-E05011,₪  ,0,--,,0
22001123,Motor למדחן CALE,₪  ,0,--,,0
22001124,Solenoid למדחן CALE,₪  ,0,--,,0
22001125,"Keyboard Piezo keypad, 48 buttons 0602-C0009",₪  ,0,--,,0
22001128,"עמוד אנטי ונדלי למצלמת LPR גובה 70 ס""מ אדום (RAL3002)",₪  ,480,--,,0
22001129,"בוכנה לשער Libra Mark Tank, SEA 10211005",₪  ,145.3,--,,0
22001130,CWT 3G Modem 0501-E0051,SEK,2187,--,,0
22001131,Adapterboard piezo keyboard 0401-E0290,SEK,1521,--,,0
22001132,CWT C Coin handling board 0501-E0030,SEK,1534.5,--,,0
22001134,שלט לד 64X16 Full matrix P16,$  ,700,--,,0
22001135,שלט לד Char 4 P22 5X8,$  ,480,--,,0
22001137,פלטת אלומיניום כפולה למדחן CALE,₪  ,100,--,,0
22001139,"עמוד אנטי ונדלי למצלמת LPR גובה 50ס""מ אפור (RAL7031) (לא פעיל)",₪  ,400,--,,0
22001140,קורא קרבה  Mifare UID  - 13.56MHz בחיבור רשת כולל ספק,₪  ,1036.8,--,,0
22001142,PGS master sing 510*1600*230 mm with 4 digit LED,Eur,2808.96,--,,0
22001143,PGS master sing 510*1600*230 mm with 4 digit LED 16*16 plxwl,Eur,3686.4,--,,0
22001144,PGS slave sing 510*1600*230 mm with 4 digit LED,Eur,2588.16,--,,0
22001145,PGS master sing 510*1200*230 mm with 4 digit LED,Eur,2683.2,--,,0
22001146,PGS slave sing 510*1200*230 mm with 4 digit LED,Eur,2462.4,--,,0
22001147,PGS master sing without GPRS,Eur,1376.64,--,,0
22001148,LED board,₪  ,130,--,,0
22001149,Controller board,Eur,1039.25,--,,0
22001150,Kit Power suplly,Eur,620.75,--,,0
22001151,LED Display Controller LP 0960-10,Eur,103.5,--,,0
22001152,anti pin coil complete 0505-D0009,SEK,210.6,--,,0
22001153,Identifier Coins for Israeli coins 004009972F,SEK,2565,--,,0
22001154,modem cale access AB 0401E0050X,₪  ,0,--,,0
22001155,LOCK EXEC 0040-00257,SEK,232.2,--,,0
22001156,KEY EXEC 0040-00258,₪  ,0,--,,0
22001157,200 pin microprocessor SODIMM 0501-E0100,SEK,2065.5,--,,0
22001158,Standalone 4 Channel Counter with VMS control bus NCT100,₤  ,325,--,,0
22001159,LED Sign with 10cm high characters VMS-001-X,₤  ,455,--,,0
